-0.0019838575	-0.07791233	0.038495477	-0.03345005	-0.01411145	-0.1226584	-0.009559002	0.08074132	0.011984465	0.026336616	0.012439176	-0.024580793	-0.048825867	-0.084938735	0.0038702746	0.040312458	0.099054635	0.029954901	-0.024865706	-0.012544498	0.012898587	-0.059609693	0.02544461	0.082066596	-0.06689423	0.051478658	-0.109432705	0.03362468	-0.096524015	-0.028630165	-0.018147329	0.042599194	-0.07828178	0.061468937	0.031645432	-0.13258028	0.043330897	-0.057241064	0.04324089	0.054840636	-0.09341881	-0.040148858	0.03617468	0.1626388	-0.106160924	0.111981064	0.09177836	-0.086540096
-0.12367803	-0.22500671	0.035868485	0.004434381	0.028315665	-0.13206217	-0.0535237	0.0802187	-0.0135970125	0.038669888	0.076737374	-0.035986226	-0.043622408	-0.080339454	0.021761449	0.04347942	0.18225363	0.04309871	-0.049498174	-0.122954555	0.011392168	-0.12707593	-0.0020812482	0.15913863	-0.060577244	0.09474765	-0.16850728	-0.0111426655	-0.05884039	-0.12833378	0.029253075	0.030122966	-0.068630174	0.14319555	-0.0015448359	-0.12983496	0.052308585	-0.030410822	-0.0011347431	0.04768627	-0.16639163	-0.112279706	0.023823708	0.16844667	-0.13664041	0.14062646	0.18345876	-0.03916378
-0.07630561	0.039281745	0.1029564	0.07908598	-0.049990695	-0.21587193	-0.1050627	-0.026534405	-0.117846824	0.070090175	0.15046118	-0.13662702	0.095945396	-0.07223074	-0.079838865	-0.09510384	0.23331228	0.13824388	-0.21164058	0.3456113	-0.08094014	-0.20567913	0.10475124	0.13270189	-0.22754376	0.0740627	-0.14678887	-0.01810681	-0.21046546	-0.1920418	0.17743398	-0.17737807	-0.16394344	0.07033806	0.046530236	-0.18869616	0.2057302	-0.1513337	-0.013707526	0.22281666	-0.2539733	-0.26668644	-0.047689114	0.34435472	-0.27144554	-0.37312242	0.24426295	-0.09454242
0.36295775	-0.41714585	-0.43072605	-0.45571303	0.49710742	0.3771288	0.38584355	0.44681862	0.4769566	-0.47348067	-0.48151836	0.465041	-0.36450097	-0.38486987	0.44664136	0.40095508	-0.34138915	-0.43173578	0.48418778	-0.16415869	0.49937242	0.41092944	0.44699603	0.45038274	0.43770477	-0.34275183	-0.49323174	0.42034876	-0.46023476	0.5352555	-0.45935392	0.37214407	0.4732043	-0.2676304	-0.53115356	0.41266298	-0.5047305	0.3708224	0.4601915	-0.44076192	0.4243092	0.4998981	0.44182318	-0.29342103	0.40990362	-0.17358865	-0.36116928	0.4356504
0.022196634	0.012797735	-0.0051830583	-0.072435126	0.0083348965	0.004338697	0.026077984	0.035872113	-0.025418	-0.06587678	-0.010912526	0.016916748	0.011890107	-0.031781465	0.012950053	0.050401967	-0.012744012	-0.03324165	0.053092107	0.2322064	0.061983738	-0.014623677	0.13072737	0.11864986	0.019944157	0.004481502	-0.0727172	-0.019182393	-0.11427089	-0.024044247	-0.026603779	0.0049319295	0.06402181	-0.07914996	-0.03709646	0.032266997	0.010685902	0.00048795185	0.03114971	-0.015582209	0.010474284	-0.049501408	0.07368678	0.058803413	-0.07482615	-0.25549853	0.004545992	0.052643605
0.00801076	0.056691147	-0.073478706	-0.0035477972	-0.017297808	0.005978923	0.02023237	-6.272437e-05	0.04195362	-0.02392194	0.013865527	0.0068572974	-0.039937705	-0.08041254	-0.021318665	0.06734834	-0.03258181	-0.07154724	-0.03876002	0.21047379	0.03416282	0.022141466	0.1056732	0.025534255	0.037362862	-0.043895468	-0.104239844	-0.01472815	-0.05664813	-0.027687447	-0.021033375	-0.04499827	0.02966305	-0.07038546	0.03308628	-0.007980115	-0.022019831	-0.00089020556	-0.0046199723	-0.009218727	-0.049655765	-0.05274431	0.0015320762	0.07585622	-0.09425119	-0.2353428	0.022503933	0.06392828
0.37479055	0.0009738929	-0.417758	-0.38039404	0.35324934	0.29805177	0.40716067	0.33279604	0.3373357	-0.30947217	-0.3413586	0.39021832	-0.31871402	-0.34468585	0.28649378	0.3302004	-0.37553376	-0.37346488	0.30166245	0.10038629	0.39263928	0.42265728	0.37520683	0.2185496	0.3989312	-0.341692	-0.30122432	0.30135748	-0.3796409	0.32408637	-0.32029343	0.31312653	0.34429693	-0.36502725	-0.37918088	0.3527259	-0.38243845	0.32770717	0.2619346	-0.30974448	0.32753482	0.38485157	0.2832885	-0.12865254	0.20774333	-0.3899111	-0.29489958	0.32042152
-0.051499758	-0.19222724	-0.01776741	-0.020920774	-0.041613724	-0.016185874	-0.03129791	0.07891915	0.053757224	-0.015474017	0.016888684	0.030934606	-0.059931014	-0.038909193	0.092043206	0.04589218	0.062084224	0.012839874	0.004612324	-0.20459838	0.05347742	0.020786047	0.02594738	0.11405667	-0.015396956	0.003735474	-0.05229072	0.080710255	-0.071699336	-0.0220709	-0.08301872	0.05313558	-0.011174085	0.09829749	-0.07014554	-0.088347286	-0.028113797	0.0076932344	0.041549835	-0.040256612	-0.0006301687	0.064188175	-0.030965587	0.07975576	-0.048377454	0.21337354	0.035334647	-0.031624645
0.30492106	-0.33170122	-0.46792114	-0.52485967	0.52168024	0.3245917	0.34878957	0.34039435	0.45686653	-0.45774093	-0.4332102	0.45782378	-0.35154235	-0.39561617	0.40189344	0.38896236	-0.34605202	-0.47232363	0.41459504	-0.054819867	0.4667307	0.4337298	0.50217056	0.35969067	0.48264998	-0.37352532	-0.46559942	0.39579138	-0.46013778	0.4963668	-0.40937024	0.24376154	0.4391323	-0.3561369	-0.48884997	0.4152014	-0.49428776	0.40991807	0.4236531	-0.4308965	0.33250633	0.47515845	0.43236592	-0.3048985	0.35385567	-0.23803623	-0.29364988	0.38435006
0.047447413	0.04726806	0.028984217	-0.02196304	-0.057557143	-0.0131545495	0.036426768	-0.048497576	-0.023424277	0.002680353	-0.0098149115	-0.03171408	0.04708419	0.060981337	-0.008525057	-0.027638305	-0.06161339	0.034134623	0.01877015	0.08050674	-0.029971415	-0.0055925455	0.05957294	-0.058818888	-0.013411044	-0.04735286	0.020936245	-0.09377854	0.049986687	-0.0019745927	0.043395013	-0.045852114	0.04977181	-0.033975683	0.044406556	0.07866605	0.06782291	-0.023774752	-0.06550276	0.0076452955	0.008079471	0.0030849574	-0.023729982	-0.0640346	0.005900861	-0.13649954	0.003937799	0.0062318225
